NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
233	199.141	46.998	51.474	42.966	0.226	0.859	20000.0
234	190.418	50.082	50.079	46.931	0.264	0.826	20000.0
235	199.467	49.174	50.26	43.724	0.234	0.852	30000.0
236	195.903	50.024	50.585	45.611	0.248	0.836	20000.0
237	186.048	51.658	50.313	49.796	0.276	0.796	20000.0
238	195.146	47.621	50.63	42.501	0.227	0.856	30000.0
239	198.791	49.251	51.397	44.089	0.24	0.848	20000.0
240	187.178	45.355	49.171	42.208	0.212	0.862	20000.0
241	200.445	48.518	51.255	43.586	0.233	0.849	20000.0
242	183.248	49.668	48.008	47.574	0.261	0.813	20000.0
243	198.639	49.609	49.811	44.401	0.238	0.842	20000.0
244	205.169	56.942	52.378	52.648	0.315	0.757	20000.0
245	207.346	52.502	54.522	47.114	0.275	0.828	20000.0
246	192.876	49.895	49.441	46.477	0.252	0.828	20000.0
247	196.776	48.102	51.745	43.738	0.223	0.851	20000.0
248	182.539	47.586	47.656	44.757	0.231	0.843	20000.0
249	194.61	51.403	50.947	48.328	0.261	0.814	20000.0
250	196.75	50.813	53.08	47.274	0.266	0.82	20000.0
251	192.208	48.966	49.523	44.229	0.241	0.844	20000.0
252	183.234	48.581	47.834	45.584	0.242	0.837	20000.0
253	192.03	47.195	51.146	42.507	0.22	0.864	20000.0
254	195.511	55.141	50.388	50.707	0.291	0.768	20000.0
255	183.941	46.38	46.9	41.734	0.238	0.862	20000.0
256	187.959	50.507	49.268	48.721	0.26	0.81	30000.0
257	199.788	52.201	52.199	47.86	0.269	0.82	20000.0
258	186.751	51.916	48.486	49.212	0.273	0.791	20000.0
259	188.511	48.493	49.901	44.829	0.237	0.841	20000.0
260	189.874	51.061	49.519	48.207	0.259	0.814	20000.0
261	195.065	46.047	50.622	41.458	0.215	0.868	20000.0
262	194.805	48.735	52.755	45.493	0.237	0.841	20000.0
263	182.32	48.194	49.263	46.567	0.256	0.827	30000.0
264	200.776	48.494	49.865	43.466	0.227	0.854	20000.0
265	189.128	49.957	49.995	48.057	0.265	0.82	20000.0
266	185.524	48.845	50.071	46.919	0.246	0.829	20000.0
267	200.4	49.731	50.643	44.356	0.241	0.841	20000.0
268	192.196	46.26	50.515	42.092	0.218	0.854	20000.0
269	192.895	51.547	51.308	50.111	0.268	0.796	20000.0
270	202.469	56.43	53.158	52.614	0.304	0.754	20000.0
271	203.288	51.253	53.119	46.144	0.248	0.835	20000.0
272	194.107	47.542	48.602	41.822	0.218	0.868	30000.0
273	197.596	50.436	53.364	46.588	0.253	0.83	20000.0
274	193.95	48.182	49.605	42.994	0.229	0.854	30000.0
275	188.334	47.943	51.301	45.693	0.243	0.833	20000.0
276	185.297	50.091	51.272	49.359	0.268	0.805	20000.0
277	188.431	51.067	50.226	49.035	0.27	0.805	20000.0
278	194.731	50.219	49.964	45.374	0.261	0.833	20000.0
279	188.387	45.585	48.573	41.19	0.216	0.866	20000.0
280	184.712	50.917	46.952	47.892	0.274	0.807	20000.0
281	189.66	48.554	48.977	44.112	0.235	0.852	20000.0
282	195.357	46.785	51.161	42.618	0.215	0.855	20000.0
283	182.381	50.249	48.028	48.197	0.273	0.802	20000.0
284	194.695	52.373	50.977	49.073	0.276	0.8	20000.0
285	186.184	49.117	48.728	45.719	0.247	0.835	20000.0
286	196.484	53.19	52.616	51.341	0.29	0.784	20000.0
287	194.512	51.629	51.252	47.738	0.269	0.811	20000.0
288	179.327	45.515	47.525	42.844	0.226	0.854	20000.0
289	200.502	48.238	51.137	43.697	0.225	0.85	20000.0
290	197.305	47.891	51.117	43.202	0.231	0.853	20000.0
291	185.95	48.499	49.089	45.904	0.251	0.828	20000.0
292	199.248	52.531	50.258	47.423	0.275	0.815	20000.0
293	199.506	48.663	52.379	44.867	0.232	0.837	20000.0
294	197.087	45.469	49.022	40.957	0.216	0.871	20000.0
295	190.072	48.488	50.124	45.528	0.241	0.831	20000.0
296	193.741	48.96	51.292	45.023	0.239	0.838	20000.0
297	193.321	48.582	49.93	44.918	0.237	0.836	20000.0
