NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
222	135.637	34.467	36.869	32.611	0.127	0.919	20000.0
223	143.844	34.202	39.432	31.728	0.126	0.928	20000.0
224	137.807	34.548	38.379	33.151	0.128	0.914	20000.0
225	139.999	33.392	36.077	30.737	0.114	0.932	20000.0
226	131.495	32.182	35.834	29.874	0.111	0.935	20000.0
227	138.517	34.886	36.252	32.098	0.129	0.922	20000.0
228	130.608	33.023	35.11	30.892	0.109	0.93	20000.0
229	138.447	34.817	36.091	32.014	0.124	0.918	20000.0
230	147.328	36.456	37.983	33.848	0.127	0.914	20000.0
231	130.231	31.018	35.094	29.068	0.098	0.94	20000.0
232	137.682	33.458	35.711	30.365	0.112	0.933	20000.0
233	142.372	33.772	40.711	34.086	0.123	0.919	20000.0
234	136.309	33.088	35.781	30.11	0.116	0.934	20000.0
235	145.686	33.976	38.308	31.097	0.12	0.933	20000.0
236	142.581	35.93	37.101	33.071	0.127	0.914	20000.0
237	132.833	33.403	36.619	31.882	0.117	0.922	30000.0
238	131.05	33.205	32.441	28.809	0.116	0.937	20000.0
239	141.465	35.404	37.267	32.293	0.127	0.92	30000.0
240	128.728	30.792	35.149	29.521	0.097	0.939	20000.0
241	147.137	35.571	39.363	33.322	0.124	0.913	20000.0
242	131.686	33.223	34.391	30.593	0.113	0.931	20000.0
243	139.671	34.018	36.877	31.895	0.122	0.92	20000.0
244	139.62	32.549	36.529	29.611	0.111	0.936	20000.0
245	149.88	36.398	39.477	32.943	0.139	0.924	20000.0
246	143.568	34.758	36.609	32.326	0.119	0.923	20000.0
247	135.949	31.552	36.487	29.955	0.106	0.935	20000.0
248	129.979	32.116	33.26	28.684	0.104	0.939	20000.0
249	130.48	32.132	34.197	29.573	0.107	0.935	20000.0
250	142.74	34.849	40.026	33.691	0.118	0.919	20000.0
251	132.613	33.189	36.202	31.445	0.114	0.925	20000.0
252	138.838	33.947	36.127	31.293	0.118	0.928	20000.0
253	131.591	31.202	36.408	29.514	0.105	0.939	20000.0
254	132.55	31.783	34.95	29.331	0.111	0.939	20000.0
255	137.246	33.451	35.356	29.954	0.124	0.936	20000.0
256	137.754	33.3	37.342	31.932	0.111	0.923	20000.0
257	138.74	34.229	36.391	30.994	0.118	0.928	20000.0
258	132.551	33.983	35.27	31.347	0.12	0.921	20000.0
259	138.599	33.418	36.871	30.759	0.109	0.935	20000.0
260	141.717	33.792	37.792	31.486	0.118	0.928	20000.0
261	137.201	32.541	37.204	30.552	0.116	0.934	20000.0
262	135.663	33.036	38.386	32.251	0.111	0.923	20000.0
263	127.504	32.79	34.21	30.652	0.116	0.926	20000.0
264	134.363	31.497	33.423	28.17	0.11	0.94	20000.0
265	135.266	33.308	36.322	31.447	0.118	0.925	20000.0
266	135.601	33.595	35.532	31.092	0.121	0.926	20000.0
267	140.73	35.283	37.521	32.409	0.127	0.918	20000.0
268	133.134	32.047	36.767	30.498	0.112	0.926	20000.0
269	142.452	34.618	38.512	32.303	0.125	0.921	30000.0
270	135.275	32.539	36.942	30.731	0.112	0.928	20000.0
271	139.47	35.07	37.016	32.065	0.125	0.924	20000.0
272	135.83	32.884	36.923	31.094	0.112	0.932	20000.0
273	141.91	34.494	38.226	31.9	0.121	0.927	20000.0
274	145.927	35.44	39.114	32.32	0.126	0.926	20000.0
275	141.092	34.218	39.185	33.521	0.119	0.917	20000.0
276	133.765	33.792	39.055	33.341	0.123	0.917	20000.0
277	143.723	36.844	37.056	33.259	0.136	0.914	20000.0
278	133.638	33.858	35.077	31.067	0.127	0.927	20000.0
279	134.404	32.757	35.267	30.116	0.116	0.935	30000.0
280	133.964	33.773	34.593	31.486	0.124	0.924	20000.0
281	137.393	32.671	36.783	30.542	0.114	0.936	20000.0
282	133.78	32.59	35.081	29.965	0.11	0.932	20000.0
283	129.51	33.113	33.99	30.7	0.115	0.927	20000.0
