NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
308	89.95	23.504	23.228	20.555	0.069	0.968	20000.0
309	102.342	25.554	27.311	23.469	0.079	0.96	20000.0
310	95.107	24.867	24.395	21.355	0.079	0.967	20000.0
311	96.814	26.054	24.613	23.505	0.081	0.955	20000.0
312	104.925	26.582	27.82	24.497	0.085	0.952	20000.0
313	92.157	26.387	23.733	24.148	0.088	0.947	20000.0
314	95.917	24.97	25.116	22.411	0.072	0.963	20000.0
315	102.007	28.397	26.002	24.928	0.092	0.949	20000.0
316	94.976	24.419	24.33	21.959	0.076	0.963	20000.0
317	89.051	23.74	22.246	21.045	0.068	0.965	20000.0
318	94.388	25.254	25.293	23.669	0.083	0.957	20000.0
319	106.1	26.808	27.629	24.035	0.084	0.96	20000.0
320	91.646	24.289	22.392	21.467	0.076	0.963	20000.0
321	91.746	24.888	25.325	23.141	0.073	0.959	20000.0
322	92.49	24.556	23.599	22.267	0.074	0.961	20000.0
323	93.3	23.795	23.896	20.685	0.073	0.968	20000.0
324	95.674	24.874	25.57	23.022	0.076	0.959	20000.0
325	90.76	25.172	24.219	22.892	0.081	0.955	30000.0
326	102.305	26.792	27.113	24.464	0.083	0.954	20000.0
327	100.262	26.273	26.069	23.267	0.081	0.958	20000.0
328	84.398	22.975	21.305	20.829	0.072	0.961	20000.0
329	91.848	24.217	22.934	21.339	0.086	0.962	20000.0
330	96.988	26.873	23.567	23.241	0.093	0.954	20000.0
331	98.406	25.724	25.825	23.393	0.08	0.959	20000.0
332	101.049	27.414	28.857	25.828	0.088	0.949	20000.0
333	93.329	23.388	24.19	21.278	0.073	0.966	20000.0
334	97.634	25.221	25.08	22.024	0.084	0.964	20000.0
335	90.52	25.44	23.192	22.921	0.086	0.955	20000.0
336	101.171	28.238	27.614	26.238	0.094	0.941	20000.0
337	100.045	26.467	26.478	24.447	0.088	0.952	30000.0
338	91.259	24.919	23.276	21.709	0.084	0.963	20000.0
339	102.986	27.989	30.166	27.054	0.09	0.939	20000.0
340	95.423	25.248	24.993	23.77	0.084	0.952	20000.0
341	82.372	21.402	20.696	18.988	0.068	0.97	20000.0
342	95.054	25.565	23.424	22.144	0.089	0.96	20000.0
343	94.322	25.001	24.148	22.968	0.082	0.956	20000.0
344	99.102	25.775	26.895	23.401	0.085	0.958	20000.0
345	101.246	26.429	25.51	23.326	0.082	0.954	20000.0
346	90.881	24.137	23.533	21.468	0.073	0.963	20000.0
347	97.66	26.419	24.069	23.193	0.086	0.956	20000.0
348	96.827	26.952	24.633	24.019	0.082	0.952	30000.0
349	94.871	25.771	25.663	23.482	0.074	0.96	20000.0
350	92.696	24.12	23.277	20.909	0.078	0.968	20000.0
351	98.025	26.27	26.01	23.275	0.084	0.959	20000.0
352	103.55	27.021	26.843	24.196	0.085	0.955	20000.0
353	98.503	26.496	24.115	23.191	0.091	0.954	20000.0
354	96.115	24.964	25.262	22.423	0.084	0.963	20000.0
355	92.483	24.671	22.75	21.487	0.082	0.964	20000.0
356	103.866	25.86	26.485	22.945	0.076	0.962	20000.0
357	94.102	27.635	25.47	24.961	0.091	0.948	20000.0
358	98.454	26.66	24.894	22.941	0.09	0.96	20000.0
359	89.685	23.805	23.673	22.055	0.069	0.961	20000.0
360	100.123	25.323	28.05	24.629	0.075	0.954	20000.0
361	95.347	25.293	23.546	22.051	0.085	0.961	20000.0
362	89.3	23.323	23.539	20.818	0.077	0.967	20000.0
363	89.654	22.934	22.805	20.456	0.063	0.967	20000.0
364	96.482	25.682	24.101	22.422	0.076	0.96	20000.0
365	96.514	26.547	25.879	24.514	0.08	0.95	20000.0
366	98.424	25.353	23.805	21.704	0.081	0.963	20000.0
367	87.748	23.502	22.782	21.145	0.072	0.965	20000.0
368	95.009	25.774	24.591	22.653	0.082	0.959	20000.0
369	103.415	27.458	26.268	24.392	0.084	0.953	20000.0
370	101.318	26.18	26.291	23.305	0.084	0.961	20000.0
